Task Code,Task Description,Status,WBS,Building,Area,Level,Room,Subcontractor,Trade,Responsible Person,Planned Start,Planned Finish,Actual Start,Actual Finish
FIZ.WEST.2521,IMPACT [S12] - DEMO DRYWALL & FIREPROOFING FOR STRUCTURAL STEEL - GL 1-3 - C-E - L2-L4,Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,L4 - SUP Roof - FAB Roof,,BERG,,,2024-05-31 07:00,2024-06-07 17:00,2024-05-16 07:00,2024-06-20 17:00
FIZ.WEST.2531,IMPACT [S12] - REINSTALL DRYWALL & FIREPROOFING - GL 1-3 - C-E - L2-L4,Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,L4 - SUP Roof - FAB Roof,,BERG,,,2024-07-01 07:00,2024-07-09 17:00,2024-06-24 07:00,2024-07-07 17:00
ELEVHSS290,IMPACT - SWO ISSUED FOR ALL REMAINING HSS STEEL DOOR OPENINGS / AWAIT SECAI DIRECTION TO PROCEED,Complete,CONSTRUCTION,,ELEVATORS,L1 - Fndn Slab,,SECAI,,,2024-05-03 07:00,2024-08-13 17:00,2024-04-25 07:00,2025-01-06 17:00
CN.SEA2.1181,IMPACT - DRYWALL DEMO PER SECAI DIRECTION SEA2 GL 16-13 - L3 - D LINE,Complete,CONSTRUCTION,,SUES-2 - 16-13,L3 / Waffle Slab Level,,,,,2024-04-22 07:00,2024-04-25 17:00,2024-04-22 07:00,2024-05-01 17:00
CN.SWB5.2400,CCD 248 - ISSUE & APPROVAL OF CCD FOR TEMP DRYWALL ENCLOSURE - SE PENTHOUSE,Complete,CONSTRUCTION,,SOUTH EAST PENTHOUSE,L4 - SUP Roof - FAB Roof,,,,,2024-05-17 07:00,2024-05-23 17:00,2024-05-08 07:00,2024-05-17 17:00
CN.SWB5.2410,CCD 248 - FRAME & HANG TEMP DRYWALL ENCLOSURE - GL5 & A-LINE - SE PENTHOUSE,Complete,CONSTRUCTION,,SOUTH EAST PENTHOUSE,L4 - SUP Roof - FAB Roof,,,,,2024-05-24 07:00,2024-06-10 17:00,2024-05-22 07:00,2024-05-30 17:00
INT.DH.1000,IMPACT - Y_RFI 1209 - PREP & SUBMIT RFI FOR INTERIOR DOOR DESIGN,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-21 17:00,2024-02-05 07:00,2024-02-20 17:00
INT.DH.1030,IMPACT - DRB-007 / DRB-008 - SECAI ISSUES INTERIOR DOOR REDESIGN TO YATES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-06-17 07:00,2024-07-19 17:00,2024-03-07 07:00,2024-04-04 17:00
INT.DH.1040,"IMPACT - CCD 302 - YATES PREP & SUBMIT CCD: C&B DOOR SCHEDULE CHANGES AS PER RFI 1209, DRB-007, DRB-008",Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-06-24 07:00,2024-07-25 17:00,2024-04-05 07:00,2024-05-07 17:00
INT.DH.1050,"IMPACT - CCD 302 - SECAI REVIEW & APPROVE CCD: C&B DOOR SCHEDULE CHANGES AS PER RFI 1209, DRB-007, DRB-008",Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-06-28 07:00,2024-07-22 17:00,2024-05-08 07:00,2024-05-20 17:00
INT.DH.1060,IMPACT - CCD 302 - YATES/C&B PREPARE SUBMITTAL FOR INTERIOR DOOR REDESIGN,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-07-05 07:00,2024-07-16 17:00,2024-05-21 07:00,2024-05-30 17:00
INT.DH.1070,IMPACT - CCD 302 - SECAI/JACOBS REVIEW & APPROVE SUBMITTAL FOR INTERIOR DOOR REDESIGN (DRB-008) - REVISE & RESUBMIT,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,SECAI,,,2024-06-10 07:00,2024-06-28 17:00,2024-05-31 07:00,2024-07-08 17:00
INT.DH.2000,IMPACT - Y_SBMT 524 - PREPARE & SUBMIT AUTO ALUMINUM DOOR SUBMITTAL - CLEAN ROOMS,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-06 17:00,2023-12-01 07:00,2023-12-14 17:00
INT.DH.2010,IMPACT - SECAI REVIEW & APPROVE AUTO ALUMINUM DOOR SUBMITTAL - CLEAN ROOMS - REVISE & RESUBMIT,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-06 17:00,2023-12-15 07:00,2023-12-21 17:00
INT.DH.2020,IMPACT - PREPARE & SUBMIT AUTO ALUMINUM DOOR SUBMITTAL - CLEAN ROOMS - R1,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-06 17:00,2023-12-22 07:00,2024-02-06 17:00
INT.DH.2030,IMPACT - SECAI REVIEW & APPROVE TO AUTO ALUMINUM DOOR SUBMITTAL - CLEAN ROOMS - R1 - REVISE & RESUBMIT,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-06 17:00,2024-02-07 07:00,2024-02-20 17:00
INT.DH.2040,IMPACT - PREPARE & SUBMIT AUTO ALUMINUM DOOR SUBMITTAL - CLEAN ROOMS - R2,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-06 17:00,2024-02-21 07:00,2024-04-08 17:00
INT.DH.2050,IMPACT - SECAI REVIEW & APPROVE TO AUTO ALUMINUM DOOR SUBMITTAL - CLEAN ROOMS - R2 - REVISE & RESUBMIT,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-06 17:00,2024-04-09 07:00,2024-04-18 17:00
INT.DH.2060,IMPACT - PREPARE & SUBMIT AUTO ALUMINUM DOOR SUBMITTAL - CLEAN ROOMS - R3,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-06 17:00,2024-04-19 07:00,2024-05-08 17:00
INT.DH.2070,IMPACT - SECAI REVIEW & APPROVE TO AUTO ALUMINUM DOOR SUBMITTAL - CLEAN ROOMS - R3 - REVISE & RESUBMIT,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-06 17:00,2024-05-08 07:00,2024-05-21 17:00
CN.SWB5.2560,IMPACT - BERG INSTALL STUD FRAMED MEP OPENINGS - NW PENTHOUSE - SOUTH WALL,Complete,CONSTRUCTION,,NORTH WEST PENTHOUSE,EXTERIOR SKIN,,BERG,,,2024-08-23 07:00,2024-08-29 17:00,2024-08-12 07:00,2024-08-16 17:00
CN.SWB5.9150,IMPACT - BERG INSTALL STUD FRAMED MEP OPENINGS - SW PENTHOUSE - NORTH & SOUTH WALLS,Complete,CONSTRUCTION,,SOUTH WEST PENTHOUSE,EXTERIOR SKIN,,BERG,,,2024-07-17 07:00,2024-07-30 17:00,2024-07-02 07:00,2024-07-16 17:00
CN.SWB5.9180,IMPACT - BERG INSTALL STUD FRAMED MEP OPENINGS - NE PENTHOUSE - SOUTH WALL,Complete,CONSTRUCTION,,NORTH EAST PENTHOUSE,EXTERIOR SKIN,,BERG,,,2024-08-09 07:00,2024-08-19 17:00,2024-07-24 07:00,2024-08-02 17:00
CN.SWA5.DS.3020,REMEDY - FRAME & DRYWALL (INT) - SWA5 - GL 6-3 - K LINE - L2,Complete,CONSTRUCTION,,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,L2 - SubFab Level,DS/AD INTERIORS,SECAI,,,2024-07-17 07:00,2024-08-06 17:00,2024-07-17 07:00,2024-08-07 17:00
INT.DH.1090,PREP & SUBMIT EXTERIOR DOOR AND FRAMES SHOP DRAWINGS (Y_SBMT#686),Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2023-07-10 07:00,2023-07-25 17:00
INT.DH.1100,SECAI REVIEW EXTERIOR DOOR & FRAMES SHOP DRAWINGS (Y_SBMT#686),Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2023-07-26 07:00,2023-08-28 17:00
INT.DH.1110,IMPACT - SECAI ISSUE DESIGN REVISION TO YATES - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-13 17:00,2023-08-29 07:00,2023-09-08 17:00
INT.DH.1120,IMPACT - PREP & SUBMIT EXTERIOR DOOR & FRAMES SHOP DRAWINGS - REVISED DESIGN,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2023-09-11 07:00,2023-10-02 17:00
INT.DH.1130,IMPACT - SECAI REVIEW & APPROVE EXTERIOR DOOR & FRAMES SHOP DRAWINGS - REVISED DESIGN,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2023-10-03 07:00,2023-10-24 17:00
INT.DH.1140,IMPACT - Y_RFI 1058 - PREP & SUBMIT RFI TO CLARIFY R-VALUE - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-07 17:00,2023-10-25 07:00,2023-11-07 17:00
INT.DH.1150,IMPACT - Y_RFI 1058 - SECAI REVIEW & REPSOND CLARIFYING R-VALUE - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-05-31 17:00,2023-11-08 07:00,2023-11-08 17:00
INT.DH.1160,IMPACT - Y_RFI 1072 - PREP & SUBMIT RFI TO CLARIFY THERMAL RATING - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-07 17:00,2023-11-09 07:00,2023-11-16 17:00
INT.DH.1170,IMPACT - Y_RFI 1072 - SECAI REVIEW & RESPOND CLARIFYING THERMAL RATING - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2023-11-17 07:00,2023-11-29 17:00
INT.DH.1180,IMPACT - Y_RFI 1072 - YATES REOPENS RFI AFTER CONFERENCE CALL WITH JACOBS - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-05-31 17:00,2023-11-30 07:00,2023-11-30 17:00
INT.DH.1190,IMPACT - Y_RFI 1072 - SECAI/JACOBS/SAMOO/YATES COORDINATE THERMAL RATING REQS - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-25 17:00,2023-12-01 07:00,2024-04-08 17:00
INT.DH.1200,IMPACT - Y_RFI 1072 - SECAI REQUESTS YATES SUBMIT FORMAL SUBMITTAL TO CLOSE RFI - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-05-31 17:00,2024-04-09 07:00,2024-04-09 17:00
INT.DH.1210,IMPACT - Y_SBMT 0600 - PREP & SUBMIT CECO FRAME & MEDALLION DOOR SUBMITTAL - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-07 17:00,2024-04-10 07:00,2024-04-18 17:00
INT.DH.1220,IMPACT - Y_SBMT 0600 - SECAI REVIEW & APPROVE CECO FRAME & MEDALLION DOOR SUBMITTAL - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2024-04-19 07:00,2024-04-24 17:00
INT.DH.1230,IMPACT - Y_RFI 1072 - SECAI CLOSES RFI AFTER APPROVAL OF Y_SBMT 1072 - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-07 17:00,2024-04-25 07:00,2024-05-01 17:00
INT.DH.1240,IMPACT - Y_RFI 1326 - PREP & SUBMIT RFI TO CLARIFY OVERSIZED FRAME SPEC - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-07 17:00,2024-05-02 07:00,2024-05-07 17:00
INT.DH.1250,IMPACT - Y_RFI 1326 - SECAI REVIEW & PROVIDE CLARIFICATION ON OVERSIZED FRAMES - EXTERIOR DOOR & FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2024-05-08 07:00,2024-05-15 17:00
INT.DH.1290,IMPACT - YATES SUBMIT REQUEST TO SECAI FOR DOOR INSTALLATION PRIORITY LIST - NEEDED TO DEVISE INSTALL SEQUENCE,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,SECAI,,,2024-05-31 07:00,2024-06-17 17:00,2024-04-17 07:00,2024-11-02 17:00
INT.DH.0000,PREP & SUBMIT INTERIOR DOORS & FRAMES PRODUCT DATA (Y_SBMT#681),Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2023-09-14 07:00,2023-10-04 17:00
INT.DH.0010,SECAI REVIEW & REJECT INTERIOR DOORS & FRAMES PRODUCT DATA (Y_SBMT#681),Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2023-10-05 07:00,2023-10-25 17:00
INT.DH.0020,IMPACT - PREP & SUBMIT INTERIOR DOORS & FRAMES PRODUCT DATA - R1 (Y_SBMT#681),Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2023-10-26 07:00,2023-11-27 17:00
INT.DH.0030,IMPACT - SECAI REVIEW & REJECT INTERIOR DOORS & FRAMES PRODUCT DATA - R1 (Y_SBMT#681),Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2023-11-28 07:00,2023-12-12 17:00
INT.DH.0040,IMPACT - Y_RFI 1008 - PREP & SUBMIT RFI TO RESOLVE FIRE RATING ISSUE WITH OVERSIZED INTERIOR DOORS,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-05-31 17:00,2023-10-26 07:00,2023-10-26 17:00
INT.DH.0050,IMPACT - Y_RFI 1008 - SECAI REVIEW & PROVIDES RESPONSE TO FIRE RATING RFI FOR OVERSIZED INTERIOR DOORS,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2023-10-27 07:00,2024-01-09 17:00
INT.DH.0060,IMPACT - Y_RFI 1298 - PREP & SUBMIT RFI TO CLARIFY FIRE RATINGS FOR REVISED INTERIOR DOOR OPENINGS,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2024-04-05 07:00,2024-04-18 17:00
INT.DH.0070,IMPACT - Y_RFI 1298 - SAMOO PROVIDES RESPONSE FOR FIRE RATINGS FOR REVISED INTERIOR DOOR OPENINGS,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-17 17:00,2024-04-19 07:00,2024-04-30 17:00
INT.DH.0080,IMPACT - Y_RFI 1298 - JACOBS REVIEW & RESPONSE FOR FIRE RATINGS FOR REVISED INTERIOR DOOR OPENINGS,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-05-31 07:00,2024-06-07 17:00,2024-05-01 07:00,2024-05-07 17:00
INT.DH.1300,IMPACT - CCD 346 - PREP & SUBMIT CCD - EXTERIOR DOOR FRAME CHANGE TO KEY FRAME & GASKETING FOR OVERSIZED FRAME,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-06-07 07:00,2024-06-13 17:00,2024-05-16 07:00,2024-06-04 17:00
INT.DH.1310,IMPACT - CCD 346 - SECAI REVIEW & REJECT CCD - SEEKING ALTERNATIVE TO MODIFIED STANDARD DOOR FRAMES,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-06-07 07:00,2024-06-24 17:00,2024-06-05 07:00,2024-06-06 17:00
INT.DH.1320,IMPACT - CCD 346 - Y_RFI 1377 - YATES PREP & SUBMIT RFI FOR EXTERIOR DOOR FRAME SPEC CLARIFICATION,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,,,,2024-06-20 07:00,2024-06-25 17:00,2024-06-07 07:00,2024-06-13 17:00
INT.DH.1330,IMPACT - CCD 346 - Y_RFI 1377 - SECAI REVIEW & RESPOND/SIGN RFI FOR EXTERIOR DOOR FRAME SPEC CLARIFICATION,Complete,CONSTRUCTION,,Doors & Hardware - INTERIOR,DOORS & HARDWARE INTERIOR,,SECAI,,,2024-06-28 07:00,2024-07-16 17:00,2024-06-14 07:00,2024-06-27 17:00
CN.SEB1.7550,HANG DRYWALL (1 SIDE) - BATHROOM - GL 19-22 - C-A - L1,Complete,CONSTRUCTION,,SUEN-1 - 19-22,L1 - Fndn Slab,BATHROOM,,,,2025-06-10 07:00,2025-06-10 17:00,2025-06-10 07:00,2025-08-25 17:00
CN.SEB1.7570,HANG DRYWALL (2ND SIDE) - BATHROOM - GL 19-22 - C-A - L1,Complete,CONSTRUCTION,,SUEN-1 - 19-22,L1 - Fndn Slab,BATHROOM,,,,2025-08-25 07:00,2025-08-28 17:00,2025-08-25 07:00,2025-09-04 17:00
CN.SWA5.1990,REMAINING HANG DRYWALL (1 SIDE) - BATHROOM - GL 3 - M-N - L1,Complete,CONSTRUCTION,,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,L1 - Fndn Slab,BATHROOM,,,,2025-08-14 07:00,2025-08-19 17:00,2025-05-29 07:00,2025-06-06 17:00
CN.SWA5.9320,HANG DRYWALL (2ND SIDE) - BATHROOM - GL 3 - M-N - L1,Complete,CONSTRUCTION,,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,L1 - Fndn Slab,BATHROOM,,,,2025-05-07 07:00,2025-05-12 17:00,2025-05-07 07:00,2025-07-18 17:00
CN.SWA5.9330,TAPE & FINISH DRYWALL - BATHROOM - GL 3 - M-N - L1,Complete,CONSTRUCTION,,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,L1 - Fndn Slab,BATHROOM,,,,2025-07-21 07:00,2025-07-23 17:00,2025-07-21 07:00,2025-07-23 17:00
