Task Code,Task Description,Status,Planned Start,Planned Finish,Actual Start,Actual Finish
INT.DH.2070,IMPACT - SECAI REVIEW & APPROVE TO AUTO ALUMINUM DOOR SUBMITTAL - CLEAN ROOMS - R3 - REVISE & RESUBMIT,Complete,2024-05-31 07:00,2024-06-06 17:00,2024-05-08 07:00,2024-05-21 17:00
CN.SWB5.2560,IMPACT - BERG INSTALL STUD FRAMED MEP OPENINGS - NW PENTHOUSE - SOUTH WALL,Complete,2024-08-23 07:00,2024-08-29 17:00,2024-08-12 07:00,2024-08-16 17:00
CN.SWB5.9150,IMPACT - BERG INSTALL STUD FRAMED MEP OPENINGS - SW PENTHOUSE - NORTH & SOUTH WALLS,Complete,2024-07-17 07:00,2024-07-30 17:00,2024-07-02 07:00,2024-07-16 17:00
CN.SWB5.9180,IMPACT - BERG INSTALL STUD FRAMED MEP OPENINGS - NE PENTHOUSE - SOUTH WALL,Complete,2024-08-09 07:00,2024-08-19 17:00,2024-07-24 07:00,2024-08-02 17:00
CN.SWA5.DS.3020,REMEDY - FRAME & DRYWALL (INT) - SWA5 - GL 6-3 - K LINE - L2,Complete,2024-07-17 07:00,2024-08-06 17:00,2024-07-17 07:00,2024-08-07 17:00
INT.DH.1090,PREP & SUBMIT EXTERIOR DOOR AND FRAMES SHOP DRAWINGS (Y_SBMT#686),Complete,2024-05-31 07:00,2024-06-17 17:00,2023-07-10 07:00,2023-07-25 17:00
INT.DH.1100,SECAI REVIEW EXTERIOR DOOR & FRAMES SHOP DRAWINGS (Y_SBMT#686),Complete,2024-05-31 07:00,2024-06-17 17:00,2023-07-26 07:00,2023-08-28 17:00
INT.DH.1110,IMPACT - SECAI ISSUE DESIGN REVISION TO YATES - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-06-13 17:00,2023-08-29 07:00,2023-09-08 17:00
INT.DH.1120,IMPACT - PREP & SUBMIT EXTERIOR DOOR & FRAMES SHOP DRAWINGS - REVISED DESIGN,Complete,2024-05-31 07:00,2024-06-17 17:00,2023-09-11 07:00,2023-10-02 17:00
INT.DH.1130,IMPACT - SECAI REVIEW & APPROVE EXTERIOR DOOR & FRAMES SHOP DRAWINGS - REVISED DESIGN,Complete,2024-05-31 07:00,2024-06-17 17:00,2023-10-03 07:00,2023-10-24 17:00
INT.DH.1140,IMPACT - Y_RFI 1058 - PREP & SUBMIT RFI TO CLARIFY R-VALUE - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-06-07 17:00,2023-10-25 07:00,2023-11-07 17:00
INT.DH.1150,IMPACT - Y_RFI 1058 - SECAI REVIEW & REPSOND CLARIFYING R-VALUE - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-05-31 17:00,2023-11-08 07:00,2023-11-08 17:00
INT.DH.1160,IMPACT - Y_RFI 1072 - PREP & SUBMIT RFI TO CLARIFY THERMAL RATING - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-06-07 17:00,2023-11-09 07:00,2023-11-16 17:00
INT.DH.1170,IMPACT - Y_RFI 1072 - SECAI REVIEW & RESPOND CLARIFYING THERMAL RATING - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-06-17 17:00,2023-11-17 07:00,2023-11-29 17:00
INT.DH.1180,IMPACT - Y_RFI 1072 - YATES REOPENS RFI AFTER CONFERENCE CALL WITH JACOBS - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-05-31 17:00,2023-11-30 07:00,2023-11-30 17:00
INT.DH.1190,IMPACT - Y_RFI 1072 - SECAI/JACOBS/SAMOO/YATES COORDINATE THERMAL RATING REQS - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-06-25 17:00,2023-12-01 07:00,2024-04-08 17:00
INT.DH.1200,IMPACT - Y_RFI 1072 - SECAI REQUESTS YATES SUBMIT FORMAL SUBMITTAL TO CLOSE RFI - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-05-31 17:00,2024-04-09 07:00,2024-04-09 17:00
INT.DH.1210,IMPACT - Y_SBMT 0600 - PREP & SUBMIT CECO FRAME & MEDALLION DOOR SUBMITTAL - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-06-07 17:00,2024-04-10 07:00,2024-04-18 17:00
INT.DH.1220,IMPACT - Y_SBMT 0600 - SECAI REVIEW & APPROVE CECO FRAME & MEDALLION DOOR SUBMITTAL - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-06-17 17:00,2024-04-19 07:00,2024-04-24 17:00
INT.DH.1230,IMPACT - Y_RFI 1072 - SECAI CLOSES RFI AFTER APPROVAL OF Y_SBMT 1072 - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-06-07 17:00,2024-04-25 07:00,2024-05-01 17:00
INT.DH.1240,IMPACT - Y_RFI 1326 - PREP & SUBMIT RFI TO CLARIFY OVERSIZED FRAME SPEC - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-06-07 17:00,2024-05-02 07:00,2024-05-07 17:00
INT.DH.1250,IMPACT - Y_RFI 1326 - SECAI REVIEW & PROVIDE CLARIFICATION ON OVERSIZED FRAMES - EXTERIOR DOOR & FRAMES,Complete,2024-05-31 07:00,2024-06-17 17:00,2024-05-08 07:00,2024-05-15 17:00
INT.DH.1290,IMPACT - YATES SUBMIT REQUEST TO SECAI FOR DOOR INSTALLATION PRIORITY LIST - NEEDED TO DEVISE INSTALL SEQUENCE,Complete,2024-05-31 07:00,2024-06-17 17:00,2024-04-17 07:00,2024-11-02 17:00
INT.DH.0000,PREP & SUBMIT INTERIOR DOORS & FRAMES PRODUCT DATA (Y_SBMT#681),Complete,2024-05-31 07:00,2024-06-17 17:00,2023-09-14 07:00,2023-10-04 17:00
INT.DH.0010,SECAI REVIEW & REJECT INTERIOR DOORS & FRAMES PRODUCT DATA (Y_SBMT#681),Complete,2024-05-31 07:00,2024-06-17 17:00,2023-10-05 07:00,2023-10-25 17:00
INT.DH.0020,IMPACT - PREP & SUBMIT INTERIOR DOORS & FRAMES PRODUCT DATA - R1 (Y_SBMT#681),Complete,2024-05-31 07:00,2024-06-17 17:00,2023-10-26 07:00,2023-11-27 17:00
INT.DH.0030,IMPACT - SECAI REVIEW & REJECT INTERIOR DOORS & FRAMES PRODUCT DATA - R1 (Y_SBMT#681),Complete,2024-05-31 07:00,2024-06-17 17:00,2023-11-28 07:00,2023-12-12 17:00
INT.DH.0040,IMPACT - Y_RFI 1008 - PREP & SUBMIT RFI TO RESOLVE FIRE RATING ISSUE WITH OVERSIZED INTERIOR DOORS,Complete,2024-05-31 07:00,2024-05-31 17:00,2023-10-26 07:00,2023-10-26 17:00
INT.DH.0050,IMPACT - Y_RFI 1008 - SECAI REVIEW & PROVIDES RESPONSE TO FIRE RATING RFI FOR OVERSIZED INTERIOR DOORS,Complete,2024-05-31 07:00,2024-06-17 17:00,2023-10-27 07:00,2024-01-09 17:00
INT.DH.0060,IMPACT - Y_RFI 1298 - PREP & SUBMIT RFI TO CLARIFY FIRE RATINGS FOR REVISED INTERIOR DOOR OPENINGS,Complete,2024-05-31 07:00,2024-06-17 17:00,2024-04-05 07:00,2024-04-18 17:00
INT.DH.0070,IMPACT - Y_RFI 1298 - SAMOO PROVIDES RESPONSE FOR FIRE RATINGS FOR REVISED INTERIOR DOOR OPENINGS,Complete,2024-05-31 07:00,2024-06-17 17:00,2024-04-19 07:00,2024-04-30 17:00
INT.DH.0080,IMPACT - Y_RFI 1298 - JACOBS REVIEW & RESPONSE FOR FIRE RATINGS FOR REVISED INTERIOR DOOR OPENINGS,Complete,2024-05-31 07:00,2024-06-07 17:00,2024-05-01 07:00,2024-05-07 17:00
INT.DH.1300,IMPACT - CCD 346 - PREP & SUBMIT CCD - EXTERIOR DOOR FRAME CHANGE TO KEY FRAME & GASKETING FOR OVERSIZED FRAME,Complete,2024-06-07 07:00,2024-06-13 17:00,2024-05-16 07:00,2024-06-04 17:00
INT.DH.1310,IMPACT - CCD 346 - SECAI REVIEW & REJECT CCD - SEEKING ALTERNATIVE TO MODIFIED STANDARD DOOR FRAMES,Complete,2024-06-07 07:00,2024-06-24 17:00,2024-06-05 07:00,2024-06-06 17:00
INT.DH.1320,IMPACT - CCD 346 - Y_RFI 1377 - YATES PREP & SUBMIT RFI FOR EXTERIOR DOOR FRAME SPEC CLARIFICATION,Complete,2024-06-20 07:00,2024-06-25 17:00,2024-06-07 07:00,2024-06-13 17:00
INT.DH.1330,IMPACT - CCD 346 - Y_RFI 1377 - SECAI REVIEW & RESPOND/SIGN RFI FOR EXTERIOR DOOR FRAME SPEC CLARIFICATION,Complete,2024-06-28 07:00,2024-07-16 17:00,2024-06-14 07:00,2024-06-27 17:00
INT.DH.2080,IMPACT - CCD 345 - PREP & SUBMIT CCD FOR INTERIOR DOORS (DRB-009 PACKAGE),Complete,2024-07-08 07:00,2024-07-22 17:00,2024-05-02 07:00,2024-06-05 17:00
INT.DH.2090,IMPACT - CCD 367 - PREP & SUBMIT CCD FOR INTERIOR DOORS (DRB-010 PACKAGE),Complete,2024-06-28 07:00,2024-07-16 17:00,2024-05-31 07:00,2024-06-13 17:00
INT.DH.2100,IMPACT - CCD 345 - SECAI REVIEW & APPROVE CCD FOR INTERIOR DOORS (DRB-009 PACKAGE),Complete,2024-07-08 07:00,2024-07-22 17:00,2024-06-06 07:00,2024-06-10 17:00
INT.DH.2140,IMPACT - CCD 367 - SECAI REVIEW & APPROVE CCD FOR INTERIOR DOORS (DRB-010 PACKAGE),Complete,2024-06-28 07:00,2024-07-16 17:00,2024-06-14 07:00,2024-06-20 17:00
STAIR.1780,INSTALL & INSPECT STAIR/RAMP # 5-C - SUE - 5-B - LEVEL 04 - Pending door sill angle,Complete,2024-10-17 07:00,2024-10-28 17:00,2024-10-24 07:00,2025-09-25 17:00
CN.SEA5.9850,REMAINING FRAME & DRYWALL - IT/SECURITY 22 - SEA5 FIZ - GL 6-1 - L1(PENDING DRYWALL REMEDY),Complete,2024-08-27 07:00,2024-09-04 17:00,2024-08-08 07:00,2024-08-13 17:00
CN.SEA5.10305,REMAINING FRAME & DRYWALL - IT/ SECURITY 1 - GL 3-6 - L1 - K LINE,Complete,2024-08-05 07:00,2024-08-12 17:00,2024-08-05 07:00,2024-08-10 17:00
CN.SEA5.10570,IMPACT - DEMO DOOR FRAME & MOBILIZE EQUIPMENT FOR FIREPROOFING - MECHANICAL ROOM - ELEVATOR 22,Complete,2024-08-09 07:00,2024-08-15 17:00,2024-08-05 07:00,2024-08-06 17:00
CN.SEA5.10590,IMPACT - REINSTALL TEMP DOOR FRAMES - MECHANICAL ROOM - ELEVATOR 22,Complete,2024-08-26 07:00,2024-09-05 17:00,2024-08-12 07:00,2024-08-27 17:00
CN.SEA5.10660,"FINAL TURNOVER - SHAFT, DOOR FRONTS, MECHANICAL ROOM - ELEVATOR 22",Not Started,2026-01-26 17:00,2026-01-26 17:00,,
CN.SWB5.10040,SECAI - AWAIT ELEVATOR COMPLETION & TURNOVER FOR HSS DOOR OPENINGS - 8/13,Complete,2024-11-21 07:00,2025-01-13 17:00,2024-11-21 07:00,2025-07-16 17:00
CN.SWB5.10100,"FINAL TURNOVER - DOOR FRONTS, MECHANICAL ROOM (WITH PERM DOOR) - ELEVATOR 5",Not Started,2025-11-24 17:00,2025-11-24 17:00,,
CN.SWB5.10120,PREP & INSTALL PERMANENT DOOR & FRAME - MECHANICAL ROOM - FAB110504A - ELEVATOR 5,Active,2024-09-27 07:00,2024-11-08 17:00,2024-10-01 07:00,
CN.SWB5.10130,"COMPLETE REMAINING FRAMING, DRYWALL, FIRE CAULKING - DOOR FRONTS - ELEVATOR 5 - LVL1 SECAI TOOK OVER",Complete,2025-09-04 07:00,2025-09-24 17:00,2025-08-26 07:00,2025-09-29 07:00
CN.SWB5.10140,TAPE & FLOAT -SHAFT & DOOR FRONTS - ELEVATOR 5,Not Started,2025-12-15 07:00,2025-12-19 17:00,,
CN.SEB55330,"FINAL TURNOVER - DOOR FRONTS, MECHANICAL ROOM (WITH PERM DOOR) - ELEVATOR 19",Not Started,2025-12-10 17:00,2025-12-10 17:00,,
CN.SEB1.10170,"IMPACT - CCD FOR DOOR MODIFICATION - VOC ROOM SUPPORT STEEL, BENT PLATE & DECKING - GL 17-18 - L LINE (DS AREA)",Complete,2024-09-13 07:00,2024-09-26 17:00,2024-09-03 07:00,2024-10-12 17:00
CN.SWB5.10510,IMPACT - DOOR OPENING FIX FOR SECAI ELEVATOR EQUIPMENT - MECHANICAL ROOM - FAB110504A - ELEVATOR 5,Active,2024-09-27 07:00,2024-11-08 17:00,2024-10-01 07:00,
INT.DH.2210,IMPACT - SECAI returned the submittal for the doors saying to revise to the new DRB.,Complete,2025-01-13 07:00,2025-01-13 17:00,2024-07-08 07:00,2024-07-08 17:00
INT.DH.2220,IMPACT - Meeting: SECAI stated they wanted to have 2 weeks for design develop. & new door schedule would be issued,Complete,2025-01-13 07:00,2025-01-14 17:00,2024-07-09 07:00,2024-07-10 17:00
INT.DH.2230,IMPACT - Notice of Delay of Door Procurement was sent to SECAI,Complete,2025-01-13 07:00,2025-01-14 17:00,2024-07-11 07:00,2024-07-12 17:00
INT.DH.2240,IMPACT - Yates was provided a Door sch. that we were to complete the submitt. based on and for C&B to review.,Complete,2025-01-13 07:00,2025-01-27 17:00,2024-07-15 07:00,2024-07-26 17:00
INT.DH.2250,IMPACT - The review of all doors was completed by both C&B and Jacobs/SAMOO,Complete,2025-01-13 07:00,2025-02-14 17:00,2024-07-29 07:00,2024-08-28 17:00
INT.DH.2260,"IMPACT - Interior Door, Frame and Hardware Product Data - PACKAGE 1 (REV 0) Submitted - FILTER 1",Complete,2025-01-13 07:00,2025-01-14 17:00,2024-08-29 07:00,2024-08-30 17:00
INT.DH.2270,"IMPACT - Int. Door, Frame & Hardware Product Data - Resubm. on meetings with Jacobs/SAMOO PACK 1 (REV 1) - FILTER 1",Complete,2025-01-13 07:00,2025-01-13 17:00,2024-09-02 07:00,2024-09-05 17:00
INT.DH.2280,"IMPACT - Int. Door, Frame & Hardware Product Data - Resubm. Revise  Jacobs Review PACK 1 (REV 1) - FILTER 1",Complete,2025-01-13 07:00,2025-01-13 17:00,2024-09-09 07:00,2024-09-09 17:00
INT.DH.2290,"IMPACT - Interior Door, Frame and Hardware Product Data  Submitted - Filter 3",Complete,2025-01-13 07:00,2025-01-16 17:00,2024-09-06 07:00,2024-09-11 17:00
INT.DH.2300,"IMPACT - Interior Door, Frame and Hardware Product Data  Submitted - Filter 2",Complete,2025-01-13 07:00,2025-01-16 17:00,2024-09-06 07:00,2024-09-11 17:00
INT.DH.2310,"IMPACT - Int. Door, Frame and Hardware Product Data)  Resubmit. - PACKAGE 1 (REV 3 - FILTER 1",Complete,2025-01-13 07:00,2025-01-15 17:00,2024-09-10 07:00,2024-09-13 17:00
INT.DH.2320,"IMPACT - Interior Door, Frame and Hardware Product Data - Remaining Doors REV 0 - Submitted",Complete,2025-01-13 07:00,2025-01-17 17:00,2024-09-12 07:00,2024-09-17 17:00
INT.DH.2330,"IMPACT - CCD #473 - Cook and Boardman - HM Doors, Frames, and Hardware for Filters 1-3 was submitted to SECAI",Complete,2025-01-13 07:00,2025-01-15 17:00,2024-09-16 07:00,2024-09-19 17:00
INT.DH.2340,"IMPACT - Int. Door, Frame & Hardware Product Data - Remaining Doors REV 0  Returned Revise and Resubmit",Complete,2025-01-13 07:00,2025-01-20 17:00,2024-09-18 07:00,2024-09-26 17:00
INT.DH.2350,"IMPACT - Int. Door, Frame and Hardware Product Data  Returned Approved as Noted - PACKAGE 1 (REV 3) - FILTER 1",Complete,2025-01-13 07:00,2025-01-29 17:00,2024-09-16 07:00,2024-10-03 17:00
INT.DH.2360,"IMPACT - Int. Door, Frame and Hardware Product Data - Remaining Doors REV 1  Submitted",Complete,2025-01-13 07:00,2025-01-16 17:00,2024-09-27 07:00,2024-10-01 17:00
INT.DH.2370,"IMPACT - Int. Door, Frame and Hardware Product Data  Returned Approved as Noted - Filter 3",Complete,2025-01-13 07:00,2025-02-04 17:00,2024-09-12 07:00,2024-10-04 17:00
INT.DH.2380,"IMPACT - Int. Door, Frame and Hardware Product Data  Returned Approved as Noted - Filter 2",Complete,2025-01-13 07:00,2025-02-04 17:00,2024-09-12 07:00,2024-10-04 17:00
INT.DH.2390,"IMPACT - Door, Frame and Hardware Product Data - Remaining Doors REV 1  Returned Approved as Noted",Complete,2025-01-13 07:00,2025-01-23 17:00,2024-10-02 07:00,2024-10-14 17:00
INT.DH.2400,IMPACT - Submit. clarif. sent to SECAI. Prev. appr. items were now unapp. in the latest returned submit (Int. frames),Complete,2025-01-13 07:00,2025-01-13 17:00,2024-10-18 07:00,2024-10-30 17:00
INT.DH.2420,"IMPACT - CCD #473 - Cook and Boardman - HM Doors, Frames, and Hardware for Filters 1-3 was executed",Complete,2025-01-13 07:00,2025-02-26 17:00,2024-09-20 07:00,2024-11-04 17:00
INT.DH.2430,IMPACT - Yates meeting with SECAI & SAS to review door mockup & inst.; Yates received app. to begin frame inst,Complete,2025-01-13 07:00,2025-01-13 17:00,2024-11-14 07:00,2024-11-14 17:00
INT.DH.2440,"IMPACT - CCD #538 - Cook & Boardman - HM Doors, Frames, & HW for remaining doors submitted to SECAI",Complete,2025-01-13 07:00,2025-01-30 17:00,2024-11-01 07:00,2024-11-19 17:00
INT.DH.2450,"IMPACT - CCD #538 - Cook and Boardman - HM Doors, Frames, and Hardware for remaining doors was executed",Complete,2025-01-13 07:00,2025-03-21 17:00,2024-11-26 07:00,2024-11-26 17:00
INT.DH.2460,IMPACT - Procurement - Damaged Doors,Complete,2025-01-13 07:00,2025-04-25 17:00,2024-10-25 07:00,2025-05-05 07:00
INT.DH.2470,IMPACT - Procurement - Replacement Doors in Filters 1-3 - ALL DOOR FRAMES TO BE ONSITE 2/20,Complete,2025-01-13 07:00,2025-04-25 17:00,2024-11-11 07:00,2025-02-05 07:00
INT.DH.2480,IMPACT - Procurement - Replacement Doors (Remaining Doors) - ALL DOORS TO BE ONSITE 3/26,Complete,2025-01-13 07:00,2025-04-25 17:00,2024-12-06 07:00,2025-03-26 07:00
INT.DH.2490,IMPACT - DOOR COATING MOCK UP APPROVAL,Complete,2025-01-13 07:00,2025-04-25 17:00,2024-10-25 07:00,2025-01-17 07:00
INT.DH.2500,IMPACT - Frame installation on HOLD until SECAI/SAS provides with an approved inspection plan forward for remidiation,Complete,2025-01-13 07:00,2025-04-25 17:00,2024-12-05 07:00,2024-12-12 17:00
INT.DH.2510,IMPACT - Procurement - Sansblast/Prime/Paint Ext.Door Frames - Delivery,Complete,2025-01-13 07:00,2025-04-25 17:00,2024-12-06 07:00,2025-03-20 07:00
INT.DH.2520,IMPACT - IOCC 1428 - 4 HM Frames Fire rated - Fabrication 10 weeks,Complete,2025-04-04 07:00,2025-06-27 17:00,2025-03-18 07:00,2025-04-10 07:00
CN.SWA4.7360,IMPACT - MKM FRAMING & SHEATHING COLD FRAME & INSULATION - N30-31 TRESTLE B INFILL - EXTERIOR,Complete,2025-10-01 07:00,2025-10-28 17:00,2025-09-18 07:00,2025-10-10 13:00
INT.DH.2530,"IMPACT - SECAI directive to hold up doors until 5/15 - LVL 2- FAB120112A, FAB120201A, FAB126109A, FAB126401B",Complete,2025-01-13 07:00,2025-04-25 17:00,2025-04-21 07:00,2025-05-16 17:00
INT.DH.2540,IMPACT - SECAI directive to hold up doors until 5/25 - LVL 3- FAB130502B -,Complete,2025-01-13 07:00,2025-04-25 17:00,2025-04-15 07:00,2025-05-30 07:00
INT.DH.2550,"IMPACT - SECAI directive to hold up doors until 6/20 - LVL 1- FAB110101A, FAB110402C, FAB110514A,FAB110514B, FAB116202D,",Complete,2025-01-13 07:00,2025-04-25 17:00,2025-04-21 07:00,2025-06-20 17:00
INT.DH.2560,IMPACT - RFI 10662 - RAISED ACCESS FLOOR DESIGN CONFLICT - LVL 1 - DOOR FRAMES,Complete,2025-01-13 07:00,2025-04-25 17:00,2025-04-23 07:00,2025-06-02 07:00
INT.DH.2570,IMPACT - DESIGN CHANGE RFI 9750 - OHC TO HM FRAME - LVL 3,Complete,2025-01-13 07:00,2025-04-25 17:00,2025-01-06 00:00,2025-01-13 17:00
INT.DH.2590,IMPACT - RFI 10662 - PATRIOT STAIR REMOVAL & INSTALL THRESHOLD - LVL 1 - DOOR FRAMES,Active,2025-10-06 07:00,2025-10-17 17:00,2025-09-17 07:00,
FIZ.WEST.1101,PARAPET WALL FRP & FRAME DRYWALL - ROOF - SWA - L3 - J-G GL 1-3,Complete,2023-12-01 07:00,2023-12-04 17:00,2023-12-01 07:00,2023-12-05 11:00
CN.FIZ1.2310,IMPACT Pending Man Power Issue due to NO Payment DOOR FRAMES -,Complete,2024-12-31 07:00,2025-01-03 17:00,2024-12-17 07:00,2025-01-08 17:00
CN.FIZ1.2320,INSTALL FRAMES & DOORS - SUE - 62 - GL 8-15 & A-E - L3,Active,2025-02-14 07:00,2025-02-18 17:00,2025-01-15 07:00,
CN.FIZ1.2350,INSTALL FRAMES & DOORS - SUE - 61 - GL 1-8 & A-E - L3,Active,2025-02-17 07:00,2025-02-19 17:00,2025-01-16 00:00,
CN.FIZ1.2380,INSTALL FRAMES & DOORS - SUE - 63 - GL 15-21 & A-E - L3,Active,2025-02-12 07:00,2025-02-14 17:00,2025-01-29 07:00,
CN.FIZ1.2410,INSTALL FRAMES & DOORS - SUE - 64 - GL 21-27 & A-E - L3,Active,2025-02-10 07:00,2025-02-12 17:00,2025-01-29 07:00,
CN.FIZ1.2440,INSTALL FRAMES & DOORS - SUE - 65 - GL 27-33 & A-E - L3,Active,2025-02-04 07:00,2025-02-06 17:00,2025-01-16 07:00,
CN.FIZ1.2900,INSTALL FRAMES & DOORS - SUE - 62 - GL 8-15 & A-E - L2,Active,2025-08-25 07:00,2025-08-27 17:00,2025-04-28 07:00,
CN.FIZ1.2940,INSTALL FRAMES & DOORS - SUE - 61 - GL 1-8 & A-E - L2,Active,2025-08-27 07:00,2025-08-29 17:00,2025-02-25 07:00,
CN.FIZ1.2870,INSTALL FRAMES & DOORS - SUE - 63 - GL 15-21 & A-E - L2,Active,2025-08-21 07:00,2025-08-25 17:00,2025-03-28 07:00,
CN.FIZ1.2830,INSTALL FRAMES & DOORS - SUE - 64 - GL 21-27 & A-E - L2,Active,2025-08-19 07:00,2025-08-21 17:00,2025-03-28 07:00,
CN.FIZ1.2790,INSTALL FRAMES & DOORS - SUE - 65 - GL 27-33 & A-E - L2,Active,2025-08-18 07:00,2025-08-20 17:00,2025-02-26 07:00,
CN.FIZ1.3140,INSTALL FRAMES & DOORS - SUE - 62 - GL 8-15 & A-E - L1,Active,2025-08-19 07:00,2025-08-21 17:00,2025-03-26 07:00,
CN.FIZ1.3180,INSTALL FRAMES & DOORS - SUE - 61 - GL 1-8 & A-E - L1,Active,2025-08-19 07:00,2025-08-21 17:00,2025-03-17 07:00,
