task_id,task_code,task_name,status_code,target_start_date,target_end_date,act_start_date,act_end_date,labor_budgeted_hrs,labor_remaining_hrs,labor_actual_reg_hrs,labor_actual_ot_hrs,labor_resources,equip_budgeted_hrs,equip_remaining_hrs,equip_actual_hrs,equipment_resources,total_budgeted_hrs,total_actual_hrs
100227955,CN.A1.ST.1000,STEEL PRE-ASSEMBLE TRUSSES - A1 - 17,TK_Complete,2022-10-27 07:00,2022-11-03 11:00,2022-10-27 07:00,2022-11-03 13:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100227956,CN.AB1.ST.1000,PH1-ERECT STEEL TRUSSES & INFILL - A1 - EARLY 17-18,TK_Complete,2022-11-23 16:00,2022-12-03 10:00,2022-11-23 16:00,2022-12-05 12:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100227957,CN.AB1.ST.1010,PH1-ERECT ROOF DECKING - A1,TK_Complete,2023-01-07 12:00,2023-01-28 10:00,2023-01-07 12:00,2023-02-13 16:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100227958,CN.AB1.ST.1030,PH1-ERECT ROOFING - A1,TK_Complete,2023-03-13 07:00,2023-03-28 11:00,2023-03-13 07:00,2023-06-23 17:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100227959,CN.AB1.ST.1050,PH1-FRP SLAB ROOF - A1 - GL 15 - 17,TK_Complete,2023-02-20 07:00,2023-02-25 16:00,2023-02-20 07:00,2023-02-25 08:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100227960,CN.A1.CF.1000,"PH1- SLAB A1 (Slab B6, D9 RAMP, F7)",TK_Complete,2022-09-27 07:00,2022-10-24 17:00,2022-09-27 07:00,2022-10-31 17:00,748.0,0.0,748.0,0.0,CIP Concrete SOG Crews,22.0,0.0,22.0,50-75 Ton Mobile Support Crane,770.0,770.0
100227962,CN.A1.CF.1020,"SEQ1.1- ERECT EARLY COLUMNS/ GIRDERS W/ GROUT (E,G,J, H&F) - A1 - GL18,17,16",TK_Complete,2022-11-15 07:00,2022-11-20 17:00,2022-11-15 07:00,2022-12-15 09:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100227963,CN.AB1.ST.1020,PH1-ERECT PRECAST WAFFLES GL 18 - 17 (L3) - A1,TK_Complete,2023-02-20 15:00,2023-03-02 15:00,2023-02-13 15:00,2023-02-17 10:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100227964,CN.AB1.ST.1040,PH1-ERECT PRECAST SUBFAB  GL 18 - 17 (L2) - A1,TK_Complete,2023-02-27 16:00,2023-03-04 16:00,2023-02-23 16:00,2023-03-03 10:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100227965,CN.A1.CF.1210,PH1- ERECT REMAINING COLUMNS/GIRDERS - A1 - GL15-14,TK_Complete,2022-12-22 11:00,2022-12-29 13:00,2022-12-22 11:00,2023-01-04 17:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100227976,CN.AB1.ST.1180,PH1-WAFFLE COATING complete (L2&3) - A1 GL 18-15,TK_Complete,2024-05-16 07:00,2024-05-16 17:00,2024-05-16 07:00,2024-05-16 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100227987,CN.AB1.ST.1270,PH1-ERECT PRECAST SUBFAB GL 17 - 16 (L2) - A1,TK_Complete,2023-03-03 10:00,2023-03-08 16:00,2023-03-03 10:00,2023-03-10 08:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100227988,CN.AB1.ST.1280,PH1-ERECT PRECAST SUBFAB GL 16 - 15 (L2) - A1,TK_Complete,2023-03-13 08:00,2023-03-18 08:00,2023-03-13 08:00,2023-03-18 09:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100227989,CN.AB1.ST.1290,PH1-ERECT PRECAST WAFFLES GL 17 - 16 (L3) - A1,TK_Complete,2023-02-20 15:00,2023-03-02 15:00,2023-02-20 15:00,2023-02-24 10:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100227990,CN.AB1.ST.1300,PH1-ERECT PRECAST WAFFLES GL 16 - 15 (L3) - A1,TK_Complete,2023-02-20 15:00,2023-03-02 15:00,2023-02-27 15:00,2023-03-09 10:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100227991,CN.AB1.ST.1330,PH1- FIRE PROOFING TOUCH UP PRIME - SFRM STEEL COLUMNS / TRUSS WEB / TOP CORD(L3) - A1,TK_Complete,2023-06-29 11:00,2023-07-03 11:00,2023-06-29 11:00,2023-07-06 13:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100227992,CN.AB1.ST.1340,SAFETY PREP/ FIRE PROOFING & PRIMER APPLY - BOTTOM CORD (L3) - A1,TK_Complete,2023-05-23 07:00,2023-05-30 09:00,2023-05-01 07:00,2023-05-03 07:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228012,CN.AB1.ST.2180,COLUMNS- GRINDING/SCRAPING - L2 - GL 18-15 - G-E - EAST,TK_Complete,2024-03-07 08:00,2024-03-09 12:00,2024-03-06 08:00,2024-03-12 13:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228013,CN.AB1.ST.2190,"COLUMNS - PRIME, INTERMEDIATE COAT & TOP COAT - L2 - GL 18-15 - G-E - EAST",TK_Complete,2024-03-28 07:00,2024-04-05 17:00,2024-03-20 08:00,2024-03-29 12:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228014,CN.AB1.ST.2200,COLUMNS- GRINDING/SCRAPING - L2 - GL 18-15 - G-J- WEST,TK_Complete,2024-02-20 07:00,2024-02-23 11:00,2024-02-20 07:00,2024-02-23 11:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228016,CN.A2.ST.1030,STEEL PRE-ASSEMBLE TRUSSES - A2 - 13,TK_Complete,2022-12-06 07:00,2022-12-13 11:00,2022-12-06 07:00,2022-12-15 13:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228017,CN.AB2.ST.1000,PH1-ERECT STEEL TRUSSES & INFILL - A2 - 13,TK_Complete,2023-01-13 07:00,2023-01-20 11:00,2023-01-13 07:00,2023-01-21 14:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228018,CN.AB2.ST.1010,PH1-ERECT ROOF DECKING - A2,TK_Complete,2023-02-20 15:00,2023-03-10 13:00,2023-02-13 15:00,2023-02-21 10:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100228019,CN.AB2.ST.1020,PH1-ERECT ROOFING - A2,TK_Complete,2023-06-19 07:00,2023-06-30 13:00,2023-06-19 07:00,2023-07-11 11:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228020,CN.AB2.ST.1050,PH1 FRP SLAB ROOF - A2 GL 15 - 13,TK_Complete,2023-02-27 07:00,2023-03-04 15:00,2023-02-27 07:00,2023-03-04 16:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228021,CN.A1.CF.1030,PH1- SLAB Area A2 - (Delayed SLAB B5 Direction to proceed. On Hold Void failure 11/11-11/16),TK_Complete,2022-10-17 07:00,2022-11-13 09:00,2022-10-17 07:00,2022-11-18 17:00,748.0,0.0,748.0,0.0,CIP Concrete SOG Crews,22.0,0.0,22.0,50-75 Ton Mobile Support Crane,770.0,770.0
100228023,CN.A2.CF.1020,SEQ2- ERECT COLUMNS (36nos) & GIRDERS (12 nos) (E-G-J) - A2 - GL13-11,TK_Complete,2023-01-07 12:00,2023-01-10 14:00,2023-01-07 12:00,2023-01-23 10:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100228024,CN.AB2.ST.1030,PH1-ERECT PRECAST WAFFLES GL 15 - 14 (L3) - A2,TK_Complete,2023-02-27 08:00,2023-03-08 08:00,2023-02-27 08:00,2023-03-06 08:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228025,CN.AB2.ST.1040,PH1-ERECT PRECAST SUBFAB GL 15 - 14 (L2) - A2,TK_Complete,2023-03-10 16:00,2023-03-17 12:00,2023-03-10 16:00,2023-03-20 08:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228026,CN.A2.CF.1030,PH1- ERECT INTERMEDIATE COLUMNS/GIRDERS (H&F) - A2 - GL14-11 - FAB SOUTH,TK_Complete,2023-01-23 10:00,2023-01-29 14:00,2023-01-23 10:00,2023-01-30 11:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100228031,CN.AB2.ST.1170,PH1-WAFFLE COATING- (L2&3) - A2 GL 14-10,TK_Complete,2024-03-17 07:00,2024-03-17 15:00,2023-03-18 08:00,2023-03-18 16:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228033,CN.A2.ST.1040,STEEL PRE-ASSEMBLE TRUSSES - A2 - 12,TK_Complete,2022-12-15 07:00,2022-12-21 11:00,2022-12-15 07:00,2023-01-16 09:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228034,CN.AB2.ST.1190,PH1-ERECT STEEL TRUSSES & INFILL - A2 - 12,TK_Complete,2023-02-02 13:00,2023-02-08 17:00,2023-01-30 13:00,2023-02-03 09:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228035,CN.A2.ST.1050,STEEL PRE-ASSEMBLE TRUSSES - A2 - 11,TK_Complete,2022-12-27 07:00,2023-01-05 11:00,2022-12-27 07:00,2023-01-06 11:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228036,CN.AB2.ST.1200,PH1-ERECT STEEL TRUSSES & INFILL - A2 - 11,TK_Complete,2023-02-08 13:00,2023-02-14 17:00,2023-02-04 13:00,2023-02-10 09:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228040,CN.AB2.ST.1210,PH1 FRP SLAB ROOF - A2 GL 13 - 11,TK_Complete,2023-03-06 07:00,2023-03-10 15:00,2023-03-06 07:00,2023-03-10 15:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228041,CN.AB2.ST.1220,PH1-ERECT PRECAST SUBFAB GL 14 - 13 (L2) - A2,TK_Complete,2023-03-20 08:00,2023-03-25 14:00,2023-03-20 08:00,2023-03-25 15:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228042,CN.AB2.ST.1230,PH1-ERECT PRECAST SUBFAB GL 13 - 12 (L2) - A2,TK_Complete,2023-03-25 15:00,2023-04-01 11:00,2023-03-25 15:00,2023-04-03 14:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228043,CN.AB2.ST.1240,PH1-ERECT PRECAST WAFFLES GL 14 - 13 (L3) - A2,TK_Complete,2023-03-06 08:00,2023-03-14 08:00,2023-03-06 08:00,2023-03-10 16:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228044,CN.AB2.ST.1250,PH1-ERECT PRECAST WAFFLES GL 13 - 12 (L3) - A2,TK_Complete,2023-03-10 16:00,2023-03-19 16:00,2023-03-10 16:00,2023-03-18 09:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228045,CN.AB1.ST.1350,PH1- FIRE PROOFING TOUCH UP PRIME - SFRM STEEL COLUMNS / TRUSS WEB / TOP CORD(L3) - A2,TK_Complete,2023-07-06 13:00,2023-07-10 13:00,2023-06-19 13:00,2023-06-23 15:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228046,CN.AB1.ST.1360,PH1- FIRE PROOFING - INTUMSCENT PAINT / EPOXY BOTTOM CORD (L3) - A2 - GL 15-12 - L3,TK_Complete,2023-05-12 13:00,2023-05-16 13:00,2023-05-12 13:00,2023-05-18 15:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228063,CN.A3.ST.1060,STEEL PRE-ASSEMBLE TRUSSES - A3 - 10,TK_Complete,2023-01-17 16:00,2023-01-26 10:00,2023-01-17 16:00,2023-01-27 12:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228064,CN.AB3.ST.1000,PH1-ERECT STEEL TRUSSES & INFILL - A3 - 10,TK_Complete,2023-02-28 13:00,2023-03-07 17:00,2023-02-13 13:00,2023-02-18 13:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228065,CN.AB3.ST.1010,PH1-ERECT ROOF DECKING GL 12 - 11 - A3,TK_Complete,2023-02-27 15:00,2023-03-05 13:00,2023-02-27 15:00,2023-03-06 15:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100228066,CN.AB3.ST.1020,PH1-ERECT ROOFING - A3,TK_Complete,2023-07-26 11:00,2023-08-03 11:00,2023-07-13 11:00,2023-07-17 13:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228067,CN.AB3.ST.1050,PH1- FRP SLAB ROOF - A3 GL 11 - 9,TK_Complete,2023-05-01 07:00,2023-05-05 17:00,2023-05-05 07:00,2023-05-18 17:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228068,CN.A1.CF.1070,"PH1- SLAB A3 (Gridline 9-11 Complete) - (Slab B4,C4, D4, E4) - (Delayed Pour Only)",TK_Complete,2022-12-27 15:00,2023-01-03 15:00,2022-12-09 15:00,2023-01-06 17:00,748.0,0.0,748.0,0.0,CIP Concrete SOG Crews,22.0,0.0,22.0,50-75 Ton Mobile Support Crane,770.0,770.0
100228070,CN.A3.CF.1020,SEQ3-ERECT COLUMNS (27nos) & GIRDERS (12 nos) - (E-G-J) - A3 - GL11-9,TK_Complete,2023-01-23 10:00,2023-02-02 08:00,2023-01-23 10:00,2023-02-03 09:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100228071,CN.AB3.ST.1030,PH1-ERECT PRECAST WAFFLES GL 12 - 11 (L3) - A3,TK_Complete,2023-03-18 09:00,2023-03-26 09:00,2023-03-18 09:00,2023-04-10 16:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228072,CN.AB3.ST.1040,PH1-ERECT PRECAST SUBFAB GL 12 - 11 (L2) - A3,TK_Complete,2023-04-03 14:00,2023-04-10 10:00,2023-04-03 14:00,2023-04-11 12:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228073,CN.A3.CF.1030,PH1- ERECT INTERMEDIATE COLUMNS/GIRDERS (H&F) - A3 - GL11-9,TK_Complete,2023-02-21 13:00,2023-02-27 11:00,2023-02-06 07:00,2023-02-13 17:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100228079,CN.AB3.ST.1170,PH1-WAFFLE COATING (L2&3) - A3 GL 6-10,TK_Complete,2024-03-17 07:00,2024-03-17 15:00,2023-04-21 08:00,2023-04-21 16:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228080,CN.A3.ST.1070,STEEL PRE-ASSEMBLE TRUSSES - A3 - 9,TK_Complete,2023-01-26 16:00,2023-02-03 10:00,2023-01-26 16:00,2023-02-04 11:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228081,CN.AB3.ST.1190,PH1-ERECT STEEL TRUSSES & INFILL - A3 - 9,TK_Complete,2023-02-20 07:00,2023-02-25 15:00,2023-02-20 07:00,2023-02-25 16:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228085,CN.AB3.ST.1200,PH1-ERECT PRECAST SUBFAB GL 11 - 10 (L2) - A3,TK_Complete,2023-04-14 10:00,2023-04-20 16:00,2023-04-14 10:00,2023-04-22 09:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228086,CN.AB3.ST.1210,PH1-ERECT PRECAST SUBFAB GL 10 - 9 (L2) - A3,TK_Complete,2023-04-22 09:00,2023-04-28 15:00,2023-04-22 09:00,2023-04-27 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228087,CN.AB3.ST.1220,PH1-ERECT PRECAST WAFFLES GL 11 - 10 (L3) - A3,TK_Complete,2023-04-10 08:00,2023-04-16 12:00,2023-04-10 08:00,2023-04-14 10:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228088,CN.AB3.ST.1230,PH1-ERECT PRECAST WAFFLES GL 10 - 9 (L3) - A3,TK_Complete,2023-04-24 08:00,2023-04-29 16:00,2023-04-17 08:00,2023-04-21 08:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228089,CN.AB3.ST.1240,PH1-ERECT ROOF DECKING GL 11 - 10 - A3,TK_Complete,2023-03-06 15:00,2023-03-12 11:00,2023-03-06 15:00,2023-03-17 15:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100228090,CN.AB3.ST.1250,PH1-ERECT ROOF DECKING GL 10 - 9 - A3,TK_Complete,2023-04-24 15:00,2023-04-29 15:00,2023-03-21 15:00,2023-03-25 15:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
