memo_id,task_id,memo_type_id,proj_id,task_memo
637762,100231031,7712,122698,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META content=""""text/html; charset=unicode"""" http-equiv=Content-Type><META name=GENERATOR content=""""MSHTML 11.00.10570.1001""""></HEAD><BODY><TABLE style=""""WIDTH: 99pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=132 border=0>  <COLGROUP>  <COL style=""""WIDTH: 45pt; mso-width-source: userset; mso-width-alt: 2194""""   width=60>  <COL style=""""WIDTH: 54pt; mso-width-source: userset; mso-width-alt: 2633""""   width=72>  <TBODY>  <TR style=""""HEIGHT: 60pt"""" height=80>    <TD class=xl67     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 60pt; BORDER-RIGHT: #f0f0f0; WIDTH: 45pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=80 width=60><FONT face=Calibri>CL 84</FONT></TD>    <TD class=xl66     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 54pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=72><FONT face=Calibri>Constraint Log</FONT></TD></TR></TBODY></TABLE><TABLE style=""""WIDTH: 209pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=278 border=0>  <COLGROUP>  <COL style=""""WIDTH: 209pt; mso-width-source: userset; mso-width-alt: 10166""""   width=278>  <TBODY>  <TR style=""""HEIGHT: 60pt"""" height=80>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 60pt; BORDER-RIGHT: #f0f0f0; WIDTH: 209pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=80 width=278><FONT face=Calibri>Pouring of pan stair<SPAN       style=""""mso-spacerun: yes"""">&nbsp;&nbsp;&nbsp; </SPAN>Stair 21 L3 Bust<SPAN       style=""""mso-spacerun: yes"""">&nbsp;</SPAN></FONT></TD></TR></TBODY></TABLE><TABLE style=""""WIDTH: 267pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=356 border=0>  <COLGROUP>  <COL style=""""WIDTH: 267pt; mso-width-source: userset; mso-width-alt: 13019""""   width=356>  <TBODY>  <TR style=""""HEIGHT: 60pt"""" height=80>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 60pt; BORDER-RIGHT: #f0f0f0; WIDTH: 267pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=80 width=356><FONT face=Calibri>2"""" Bust from elevation of       steel/stair landing<SPAN style=""""mso-spacerun: yes"""">&nbsp;&nbsp;&nbsp;       </SPAN><BR>10.13.23 - Add angle at Pan or transfer plate in threshold       <BR>10.16.23 - RFI needed<SPAN style=""""mso-spacerun: yes"""">&nbsp;       </SPAN>-<SPAN style=""""mso-spacerun: yes"""">&nbsp; </SPAN>fix needed first       from Patriot</FONT></TD></TR></TBODY></TABLE></BODY></HTML>"
637763,100232837,7712,122698,
637764,100232838,7712,122698,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META content=""""text/html; charset=unicode"""" http-equiv=Content-Type><META name=GENERATOR content=""""MSHTML 11.00.10570.1001""""></HEAD><BODY><TABLE style=""""WIDTH: 361pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=480 border=0>  <COLGROUP>  <COL style=""""WIDTH: 152pt; mso-width-source: userset; mso-width-alt: 7387""""   width=202>  <COL style=""""WIDTH: 209pt; mso-width-source: userset; mso-width-alt: 10166""""   width=278>  <TBODY>  <TR style=""""HEIGHT: 45pt; mso-height-source: userset"""" height=60>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 45pt; BORDER-RIGHT: #f0f0f0; WIDTH: 152pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=60 width=202><FONT       face=Calibri>Y_RFI#0546<BR>SECAI-FAB-S-1600</FONT></TD>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 209pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=278><FONT face=Calibri>Post-Install of Topping Slab Rebar in PC Beam       &amp; Girder</FONT></TD></TR></TBODY></TABLE></BODY></HTML>"
637765,100232842,7712,122698,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META content=""""text/html; charset=unicode"""" http-equiv=Content-Type><META name=GENERATOR content=""""MSHTML 11.00.10570.1001""""></HEAD><BODY><P>Structural - Cutting and Capping Ties at the Level 2 Fab Double T and L - Cutting and Capping Ties at Level 2 L-Beams</P><P>Y_RFI#0629<BR>BRFI-068 rev3<BR>SECAI-FAB-S-1974</P><P>Predecessor is RIF 1600 and it's successors are RFIs: 629, 638, 1973, 678, 2070,&nbsp; &amp; 648.</P><P>&nbsp;Structural - Cutting and Capping Ties at the Level 2 Fab Double T and L beams</P></BODY></HTML>"
637766,100232843,7712,122698,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META content=""""text/html; charset=unicode"""" http-equiv=Content-Type><META name=GENERATOR content=""""MSHTML 11.00.10570.1001""""></HEAD><BODY><TABLE style=""""WIDTH: 361pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=480 border=0>  <COLGROUP>  <COL style=""""WIDTH: 152pt; mso-width-source: userset; mso-width-alt: 7387""""   width=202>  <COL style=""""WIDTH: 209pt; mso-width-source: userset; mso-width-alt: 10166""""   width=278>  <TBODY>  <TR style=""""HEIGHT: 46.5pt; mso-height-source: userset"""" height=62>    <TD class=xl67     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 46.5pt; BORDER-RIGHT: #f0f0f0; WIDTH: 152pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: #ffc000""""     height=62 width=202><FONT face=Calibri>Y_RFI #       0638<BR>SECAI-FAB-S-1973</FONT></TD>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 209pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=278><FONT face=Calibri>Precast Formsaver Elevation Bust - Level 2       Double T Formsaver Elevation Bust</FONT></TD></TR></TBODY></TABLE></BODY></HTML>"
637767,100232849,7712,122698,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META content=""""text/html; charset=unicode"""" http-equiv=Content-Type><META name=GENERATOR content=""""MSHTML 11.00.10570.1001""""></HEAD><BODY><TABLE style=""""WIDTH: 361pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=480 border=0>  <COLGROUP>  <COL style=""""WIDTH: 152pt; mso-width-source: userset; mso-width-alt: 7387""""   width=202>  <COL style=""""WIDTH: 209pt; mso-width-source: userset; mso-width-alt: 10166""""   width=278>  <TBODY>  <TR style=""""HEIGHT: 45pt"""" height=60>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 45pt; BORDER-RIGHT: #f0f0f0; WIDTH: 152pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=60 width=202><FONT face=Calibri>Y_RFI #       0678<BR>SECAI-FAB-S-2070<BR>BRFI-072</FONT></TD>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 209pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=278><FONT face=Calibri>Cutting Ties at Precast Beams &amp; Girders,       Replacing w/ Caps Level 3 Girder Stirrup and Formsaver   Conflict</FONT></TD></TR></TBODY></TABLE><P>&nbsp;</P><P><TABLE style=""""WIDTH: 145pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=193 border=0>  <COLGROUP>  <COL style=""""WIDTH: 145pt; mso-width-source: userset; mso-width-alt: 7058""""   width=193>  <TBODY>  <TR style=""""HEIGHT: 45pt"""" height=60>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 45pt; BORDER-RIGHT: #f0f0f0; WIDTH: 145pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=60 width=193><FONT face=Calibri>Cutting Ties at Precast Beams and       Girders, Replacing w/ caps Level 3</FONT></TD></TR></TBODY></TABLE></P></BODY></HTML>"
637768,100232850,7712,122698,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META content=""""text/html; charset=unicode"""" http-equiv=Content-Type><META name=GENERATOR content=""""MSHTML 11.00.10570.1001""""></HEAD><BODY><P>Dowel Repair of PC Columns at A21, M13, M15, M18, M20, N17 - Groting Precast Dowels</P><P>Y_RFI #0628<BR>SECAI-FAB-S-1946 </P><P>&nbsp;Dowel Repair of PC Columns at A21, M13, M15, M18, M20, N17</P></BODY></HTML>"
637769,100232881,7712,122698,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META content=""""text/html; charset=unicode"""" http-equiv=Content-Type><META name=GENERATOR content=""""MSHTML 11.00.10570.1001""""></HEAD><BODY><TABLE style=""""WIDTH: 361pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=480 border=0>  <COLGROUP>  <COL style=""""WIDTH: 152pt; mso-width-source: userset; mso-width-alt: 7387""""   width=202>  <COL style=""""WIDTH: 209pt; mso-width-source: userset; mso-width-alt: 10166""""   width=278>  <TBODY>  <TR style=""""HEIGHT: 43.5pt; mso-height-source: userset"""" height=58>    <TD class=xl63     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 43.5pt; BORDER-RIGHT: #f0f0f0; WIDTH: 152pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=58 width=202><FONT face=Calibri>Y_RFI #       0632<BR>SECAI-FAB-S-1952<SPAN       style=""""mso-spacerun: yes"""">&nbsp;</SPAN></FONT></TD>    <TD class=xl63     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 209pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=278><FONT face=Calibri>Architectural Water Leak at Elevator Jack       Hole SUW1 South Pit R1 - Water Leak at Elevator 3 Jack   Hole</FONT></TD></TR></TBODY></TABLE><TABLE style=""""WIDTH: 145pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=193 border=0>  <COLGROUP>  <COL style=""""WIDTH: 145pt; mso-width-source: userset; mso-width-alt: 7058""""   width=193>  <TBODY>  <TR style=""""HEIGHT: 43.5pt; mso-height-source: userset"""" height=58>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 43.5pt; BORDER-RIGHT: #f0f0f0; WIDTH: 145pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=58 width=193><FONT face=Calibri>Architectural Water Leak at       Elevator Jack Hole SUW1 South Pit R1</FONT></TD></TR></TBODY></TABLE></BODY></HTML>"
637770,100232894,7712,122698,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META content=""""text/html; charset=unicode"""" http-equiv=Content-Type><META name=GENERATOR content=""""MSHTML 11.00.10570.1001""""></HEAD><BODY><TABLE style=""""WIDTH: 373pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=496 border=0>  <COLGROUP>  <COL style=""""WIDTH: 45pt; mso-width-source: userset; mso-width-alt: 2194""""   width=60>  <COL style=""""WIDTH: 54pt; mso-width-source: userset; mso-width-alt: 2633""""   width=72>  <COL style=""""WIDTH: 65pt; mso-width-source: userset; mso-width-alt: 3145""""   width=86>  <COL style=""""WIDTH: 209pt; mso-width-source: userset; mso-width-alt: 10166""""   width=278>  <TBODY>  <TR style=""""HEIGHT: 60pt; mso-height-source: userset"""" height=80>    <TD class=xl69     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 60pt; BORDER-RIGHT: #f0f0f0; WIDTH: 45pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=80 width=60><FONT face=Calibri>CL 19</FONT></TD>    <TD class=xl68     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 54pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=72><FONT face=Calibri>Constraint Log</FONT></TD>    <TD class=xl67     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 65pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=86></TD>    <TD class=xl66     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 209pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=278><FONT face=Calibri>Fabrication acceleration needed to not delay       SECAI<BR>Remaining Elevator Steel Fabrication by     Ellis/Alamo/WWAS?</FONT></TD></TR></TBODY></TABLE><TABLE style=""""WIDTH: 477pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=636 border=0>  <COLGROUP>  <COL style=""""WIDTH: 210pt; mso-width-source: userset; mso-width-alt: 10240""""   width=280>  <COL style=""""WIDTH: 267pt; mso-width-source: userset; mso-width-alt: 13019""""   width=356>  <TBODY>  <TR style=""""HEIGHT: 60pt; mso-height-source: userset"""" height=80>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 60pt; BORDER-RIGHT: #f0f0f0; WIDTH: 210pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=80 width=280><FONT face=Calibri>Elevators 3, 19, 2, 1, 22, 24, 5,       &amp;18</FONT></TD>    <TD class=xl66     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 267pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=356><FONT face=Calibri>08.03.23 - Need to follow up with Gary       J<BR>08.08.23 - Today WWAS stated to void CO and not performing work need       to find another fabricator<BR>08.11.23 - Mitch has requested from Ellis to       price and furnish<BR>08.14.23 - Nothing back from Ellis reaching out to       Alamo<BR>08.17.23 - ME continuing to follow up<BR>08.18.23 - Ellis is       willing to pickup work, but at their own schedule... looking to split up       with Alamo for schedule purposes<BR>08.21.23 - Alamo interested and Gary       potentially assisting<BR>08.28.23 - Pull trigger on Sub once elevator 20       is BFA<BR>09.11.23 - Need status update from Ellis/Bosworth<BR>09.13.23 -       Same comment as above.<BR>09.18.23 - Currently being detailed by Ellis,       need status update on elevators.<BR>09.19.23 - Mitch/Austin to talk with       Gary about detailing and FAB on smaller elevators. Ellis still needs to       provide update on other elevator detailing.<BR>09.29.23 - All large car       elevators by Ellis</FONT></TD></TR></TBODY></TABLE></BODY></HTML>"
637771,100232898,7712,122698,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META content=""""text/html; charset=unicode"""" http-equiv=Content-Type><META name=GENERATOR content=""""MSHTML 11.00.10570.1001""""></HEAD><BODY><TABLE style=""""WIDTH: 1056pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=1406 border=0>  <COLGROUP>  <COL style=""""WIDTH: 45pt; mso-width-source: userset; mso-width-alt: 2194""""   width=60>  <COL style=""""WIDTH: 54pt; mso-width-source: userset; mso-width-alt: 2633""""   width=72>  <COL style=""""WIDTH: 152pt; mso-width-source: userset; mso-width-alt: 7387""""   width=202>  <COL style=""""WIDTH: 209pt; mso-width-source: userset; mso-width-alt: 10166""""   width=278>  <COL style=""""WIDTH: 92pt; mso-width-source: userset; mso-width-alt: 4461""""   width=122>  <COL style=""""WIDTH: 51pt; mso-width-source: userset; mso-width-alt: 2486""""   width=68>  <COL style=""""WIDTH: 53pt; mso-width-source: userset; mso-width-alt: 2596""""   width=71>  <COL style=""""WIDTH: 95pt; mso-width-source: userset; mso-width-alt: 4644""""   width=127>  <COL style=""""WIDTH: 95pt; mso-width-source: userset; mso-width-alt: 4608""""   width=126>  <COL style=""""WIDTH: 210pt; mso-width-source: userset; mso-width-alt: 10240""""   width=280>  <TBODY>  <TR style=""""HEIGHT: 60pt; mso-height-source: userset"""" height=80>    <TD class=xl72     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 60pt; BORDER-RIGHT: #f0f0f0; WIDTH: 45pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=80 width=60><FONT face=Calibri>CL 47</FONT></TD>    <TD class=xl70     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 54pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=72><FONT face=Calibri>Constraint Log</FONT></TD>    <TD class=xl69     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 152pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=202></TD>    <TD class=xl68     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 209pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=278><FONT face=Calibri>Steel not detailed to latest design       package<BR>SUW Bridge at South Pit Added Steel</FONT></TD>    <TD class=xl67     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 92pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=122><FONT face=Calibri>SUWPIT17-20</FONT></TD>    <TD class=xl71     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 51pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=68></TD>    <TD class=xl71     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 53pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=71></TD>    <TD class=xl67     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 95pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=127></TD>    <TD class=xl73     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 95pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=126><FONT face=Calibri>Sean Monk / Austin Lent</FONT></TD>    <TD class=xl68     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 210pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=280><FONT face=Calibri>Waiting on fabrication steel for Bridge/Ramp       dates only. Can erect all but Bridge/Ramp.</FONT></TD></TR></TBODY></TABLE><TABLE style=""""WIDTH: 267pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=356 border=0>  <COLGROUP>  <COL style=""""WIDTH: 267pt; mso-width-source: userset; mso-width-alt: 13019""""   width=356>  <TBODY>  <TR style=""""HEIGHT: 60pt; mso-height-source: userset"""" height=80>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 60pt; BORDER-RIGHT: #f0f0f0; WIDTH: 267pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=80 width=356><FONT face=Calibri>08.18.23 - Meeting today with Gary       to determine path forward<BR>08.21.23 - Another meeting today with Gary to       get him moving forward<BR>08.22.23 - WWAS is proceeding with updating to       the F03B.04 and F03B.05<BR>08.28.23 - Identified and upper management       pressing on WWAS due to missing in design packages<BR>08.31.23 - With Kyle       and Glen due to Change Order<BR>09.05.23 - Need to follow up with Glen and       Kyle<BR>09.11.23 - No update with WWAS<BR>09.13.23 - Austin to follow up       with WWAS on progress of detailing.<BR>09.18.23 - Erection of majority of       bridge began, cannot finish until new steel is fabricated.<BR>09.19.23 -       Further clarification provided to WWAFCO. Holding meeting to follow up on       any constraints. Preliminary time frame would be more than 30       days.<BR>09.20.23 - No update.<BR>09.28.23 - CCD issued and waiting for       execution<BR>09.29.23 - CCD not executed<BR>10.2.23 - CCD signed       9/29</FONT></TD></TR></TBODY></TABLE></BODY></HTML>"
637772,100232902,7712,122698,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META content=""""text/html; charset=unicode"""" http-equiv=Content-Type><META name=GENERATOR content=""""MSHTML 11.00.10570.1001""""></HEAD><BODY><TABLE style=""""WIDTH: 373pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=496 border=0>  <COLGROUP>  <COL style=""""WIDTH: 45pt; mso-width-source: userset; mso-width-alt: 2194""""   width=60>  <COL style=""""WIDTH: 54pt; mso-width-source: userset; mso-width-alt: 2633""""   width=72>  <COL style=""""WIDTH: 65pt; mso-width-source: userset; mso-width-alt: 3145""""   width=86>  <COL style=""""WIDTH: 209pt; mso-width-source: userset; mso-width-alt: 10166""""   width=278>  <TBODY>  <TR style=""""HEIGHT: 60pt; mso-height-source: userset"""" height=80>    <TD class=xl69     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 60pt; BORDER-RIGHT: #f0f0f0; WIDTH: 45pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=80 width=60><FONT face=Calibri>CL 20</FONT></TD>    <TD class=xl68     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 54pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=72><FONT face=Calibri>Constraint Log</FONT></TD>    <TD class=xl67     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 65pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=86><FONT face=Calibri>RFI 3470<SPAN       style=""""mso-spacerun: yes"""">&nbsp;</SPAN></FONT></TD>    <TD class=xl66     style=""""BORDER-TOP: #f0f0f0; BORDER-RIGHT: #f0f0f0; WIDTH: 209pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     width=278><FONT face=Calibri>RFI 3470 steel beam connection revised<BR>GL       C &amp; L DS/AD Lvl 4</FONT></TD></TR></TBODY></TABLE><TABLE style=""""WIDTH: 267pt; BORDER-COLLAPSE: collapse"""" cellSpacing=0 cellPadding=0 width=356 border=0>  <COLGROUP>  <COL style=""""WIDTH: 267pt; mso-width-source: userset; mso-width-alt: 13019""""   width=356>  <TBODY>  <TR style=""""HEIGHT: 60pt; mso-height-source: userset"""" height=80>    <TD class=xl65     style=""""BORDER-TOP: #f0f0f0; HEIGHT: 60pt; BORDER-RIGHT: #f0f0f0; WIDTH: 267pt; BORDER-BOTTOM: #f0f0f0; BORDER-LEFT: #f0f0f0; BACKGROUND-COLOR: transparent""""     height=80 width=356><FONT face=Calibri>07.31.23 - Email to confirm       detailing has been started sent 7/31/23.<BR>08.03.23 - WWAS producing       shops (but have questions) and WWSE to procure and install<BR>08.08.23 -       No update from WWAS for producing of shop drawings<BR>08.11.23 - No update       <BR>08.16.23 - Austin to check status<BR>08.17.23 - AL to follow up with       AFCO<BR>08.18.23 - Donald checking into this... bring up with Gary at 10am       meeting<BR>08.21.23 - Austin to get Gary's path forward on producing shop       drawings<BR>08.22.23 - Need to verify WWSE performed survey of embeds to       determine varitions and path forward<BR>08.28.23 - Austin following up on       survey from WWSE<BR>08.31.23 - Email sent to WWSE and WWAS to get a status       update on the survey<BR>09.01.23 - Need to release as per designed in RFI       3470 with no embed issue considerations<BR>09.05.23 - Sent follow up to       Daniel as to whether or not proceed<BR>09.06.23 - Daniel directed to not       proceed anyfurther<BR>09.11.23 - No direction from SECAI yet<BR>09.13.23 -       No update from SECAI Austin to follow up on alternative       detail.<BR>09.18.23 - WWSE suggested solution, SECAI to proceed with       providing detail.<BR>09.19.23 - SECAI submitted purposed new solution to       Jacobs via submittal 2015. Awaiting approval.<BR>09.20.23 - No       update.<BR>09.28.23 - RFI 4513 supercede 3470 and CCD issued       today<BR>09.29.23 - CCD not signed<BR>10.2.23 - CCD was executed but       requested to revise by Joon which was resubmitted 9/29</FONT></TD></TR></TBODY></TABLE></BODY></HTML>"
