task_pred_id,task_id,pred_task_id,proj_id,pred_proj_id,pred_type,lag_hr_cnt,comments,float_path,aref,arls
228415082,100229234,100229236,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415083,100229232,100229185,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415084,100229239,100229238,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415085,100229241,100229240,122698,122698,PR_FF,50,,,2025-11-14 07:00,2025-12-05 17:00
228415086,100229243,100229238,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415087,100229242,100229243,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415088,100229243,100229239,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415089,100229240,100229242,122698,122698,PR_FF,20,,,2025-11-20 17:00,2025-12-01 07:00
228415090,100229238,100229211,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415091,100229239,100229186,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415092,100229238,100229186,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415093,100229199,100229205,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-21 07:00
228415094,100229029,100229043,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-12 07:00
228415095,100229065,100229063,122698,122698,PR_FF,50,,,2025-11-20 07:00,2025-12-05 17:00
228415096,100229062,100229061,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415097,100229066,100229067,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415098,100229067,100229061,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415099,100229063,100229066,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415100,100229061,100229031,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-03 07:00
228415101,100229061,100229008,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-03 07:00
228415102,100229071,100229070,122698,122698,PR_FF,50,,,2025-11-20 17:00,2025-12-05 17:00
228415103,100229069,100229068,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415104,100229072,100229073,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415105,100229073,100229068,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415106,100229073,100229069,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415107,100229070,100229072,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415108,100229068,100229041,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415109,100228907,100228906,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415110,100228910,100228908,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415111,100228911,100228912,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415112,100228912,100228907,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415113,100228908,100228911,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415114,100228914,100228913,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415115,100228917,100228915,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 17:00
228415116,100228918,100228919,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415117,100228915,100228918,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 17:00
228415118,100228906,100228851,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415119,100228913,100228852,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415120,100228913,100228885,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415121,100228666,100228665,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415122,100228670,100228671,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415123,100228671,100228666,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415124,100228667,100228670,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415125,100228668,100228669,122698,122698,PR_FS,0,,,2025-11-25 17:00,2025-12-01 07:00
228415126,100228665,100228641,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415127,100227645,100228668,122698,122698,PR_FF,0,,,2025-12-04 17:00,2025-12-05 17:00
228415128,100228665,100228603,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415129,100228597,100228633,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-26 07:00
228415130,100228673,100228672,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415131,100228678,100228679,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415132,100228679,100228673,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415133,100228674,100228678,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415134,100228675,100228676,122698,122698,PR_FS,0,,,2025-11-25 17:00,2025-12-01 07:00
228415135,100228672,100228640,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415136,100228672,100228604,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415137,100232332,100232282,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228415138,100232343,100232281,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-19 07:00
228415139,100232301,100232302,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 17:00
228415140,100232121,100232110,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228415141,100232121,100232108,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228415142,100232148,100232147,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 07:00
228415143,100232148,100232106,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 07:00
228415144,100231960,100231985,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-21 07:00
228415145,100231956,100231942,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228415146,100231996,100231941,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-19 07:00
228415147,100231988,100231940,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-25 17:00
228415148,100231856,100231810,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228415149,100231823,100231855,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 17:00
228415150,100231670,100231618,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 07:00
228415151,100231672,100231654,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 07:00
228415152,100231634,100231617,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 17:00
228415153,100231252,100231261,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228415154,100227645,100231303,122698,122698,PR_FF,0,,,2025-12-02 17:00,2025-12-05 17:00
228415155,100231252,100231239,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228415156,100231311,100231239,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415157,100231294,100231293,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 17:00
228415158,100231302,100231237,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-10-27 09:00
228415159,100231301,100231237,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415160,100231110,100231064,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-20 07:00
228415161,100231077,100231063,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415162,100230978,100230929,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228415163,100230943,100230977,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 17:00
228415164,100230943,100230928,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 17:00
228415165,100230834,100230787,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 07:00
228415166,100230582,100230537,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228415167,100229343,100229380,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415168,100229404,100229349,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-20 07:00
228415169,100227917,100227901,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 07:00
228415170,100227915,100227902,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 17:00
228415171,100227703,100227677,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 07:00
228415172,100227645,100227997,122698,122698,PR_FF,0,,,2025-11-20 17:00,2025-12-05 17:00
228415173,100227645,100227998,122698,122698,PR_FF,0,,,2025-11-20 17:00,2025-12-05 17:00
228415174,100227998,100227997,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415177,100228052,100228051,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415178,100228051,100227997,122698,122698,PR_SS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415179,100228098,100228097,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415182,100228146,100228145,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 17:00
228415184,100228145,100228134,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 17:00
228415186,100228246,100228245,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415189,100228301,100228300,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415192,100228345,100228344,122698,122698,PR_SS,20,,,2025-11-20 17:00,2025-12-05 17:00
228415193,100228346,100228345,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415194,100228344,100228333,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415195,100227645,100228346,122698,122698,PR_FF,0,,,2025-11-20 17:00,2025-12-05 17:00
228415196,100228344,100228245,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415197,100228300,100228245,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415198,100228303,100228241,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415200,100228343,100228303,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228415203,100227645,100228190,122698,122698,PR_FF,0,,,2025-11-20 17:00,2025-12-05 17:00
228415204,100228444,100228188,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-17 07:00
228415205,100231084,100230953,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 07:00
228415206,100231831,100231642,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415207,100230840,100230809,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-10-16 07:00
228415208,100230810,100230840,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415209,100230954,100230985,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 07:00
228415210,100230985,100230952,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 07:00
228415211,100230985,100230840,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 07:00
228415212,100231085,100231116,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 07:00
228415213,100231116,100231083,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 07:00
228415214,100231116,100230953,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 07:00
228415215,100231116,100230985,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 07:00
228415216,100231116,100231084,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 07:00
228415217,100231678,100231650,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228415218,100231643,100231678,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
